image_name|comment_number|comment|Translated Comment
4650623132.jpg|0|A lone man standing a rock shore looking downward at a inland body of water with a blue ocean or other large body of water behind him extending into the horizon of a blue sky .|Цэнхэр тэнгэрт эсвэл цэнхэр тэнгэрийн давхрагаас доошоо харсан чулуун эрэг дээр байрладаг цорын ганц хүн.
4650780114.jpg|0|Many people populate the eating area in a building , coming and going or standing in line or digging in their purses .|Олон хүмүүс хоол идэж, явж, мөрдөж, мөрдөж, эсвэл мөрөн дээрээ ухаж эсвэл ухаж,
4650782222.jpg|0|A barefoot woman sits on a stone bench in front of stone architecture and green grass , protecting her skin from the sun with a blue umbrella .|Хөл нүцгэн эмэгтэй эмэгтэй нь чулуун архитектур, ногоон байгууламж, ногоон зандагны өмнө нарны садар самар дээр суув.
4650790184.jpg|0|The woman in a short white shirt is standing by a man taking a photograph of something in the grass .|Богинохон цагаан цамцтай эмэгтэй өвсөнд ямар нэгэн зүйлийн зургийг авч байгаа хүн зогсож байна.
4650791408.jpg|0|A man in a red shirt is playing a saxophone with other street performers .|Улаан цамцтай хүн бусад гудамжны жүжигчидтэй Saxophone тоглож байна.
4650893755.jpg|0|Some of these people waiting at the bus stop are waiting for the yellow bus that is number 3113 to load and go to Goctawek .|Автобусны зогсоол дээр хүлээгээд байгаа эдгээр хүмүүсийн зарим нь 3113 дугаартай, Goctawek-т очсон шар автобусыг хүлээж байна.
4651089036.jpg|0|A woman in a black leather jacket and a Batman belt buckle .|Хар савхин хүрэм, Батман бүс тэврэлт бүхий эмэгтэй.
4651126885.jpg|0|A marine in dress uniform is about to walk across the street with two little girls .|Хувцасны дүрэмт хувцасны дүрэмт хувцас нь гудамжаар хоёр бяцхан охидтой хамт алхах гэж байна.
4651200817.jpg|0|A woman cyclist in a shirt wearing a bike helmet waits with a child passenger at a stop with another woman cyclist wearing a blue shirt and black pants .|Дугуйны дугуйчин цамц өмссөн цамц өмссөн цамц өмссөн цамц өмссөн цамц өмсдөг.
465129973.jpg|0|A young boy wearing rubber boots dark shorts and a checkered shirt is lying down sleeping on stacks of yellow metal guard rails .|Резинэн гутал өмссөн залуу хүү харанхуй шорт, шалгагч цамц өмсөж, Шар металл харуулын төмөр зам дээр хэвтэж байна.
4651436774.jpg|0|A woman in a white tank top and khaki colored pants walks up an outdoor flight of stairs .|Цагаан савны дээд хэсэгт байгаа эмэгтэй, Хаки өнгөт өмд нь гадаа нисэх онгоцоор нисдэг.
4651446877.jpg|0|The chef , with his hand on the skillet , was preparing to show us how he makes his famous dish .|Тогооч, гараа гартаа гартаа гараараа, түүний алдартай хоол хэрхэн яаж хийдэгийг харуулахаар бэлдэж байв.
4651562020.jpg|0|It is a heavyset guy with a shopping cart filled with bags sitting on a bench .|Энэ нь вандан сандал дээр сууж буй цүнхтэй дэлгүүр бүхий дэлгүүрийн тэрэг юм.
4651584229.jpg|0|A man and woman are standing in a kitchen , the man is mixing something in a yellow bowl while looking back at the woman behind him who is looking directly at the camera .|Эрэгтэй, эмэгтэй хүн гал тогооны өрөөнд зогсож байна, тэр эмэгтэйг камер руу шууд харж байгаа эмэгтэйг эргээд харан шар аягатай хольж байна.
4651591126.jpg|0|A man walks down the tree lined road carrying a bag and using his cane .|Нэг хүн модон барьсан зам дээр гараад, цүнхээ ашиглан цүнх хэрэглэдэг.
465166412.jpg|0|Kids dressed in similar outfits stand on the steps of a building , laugh and smile while watching a man and woman dance together in the sun .|Үүнтэй ижил төстэй хувцас өмссөн хүүхдүүд нь барилгын алхам дээр зогсож, инээмсэглэж, наран дээр хамтдаа нартай хамт бүжиглэж, инээмсэглээрэй.
4651826995.jpg|0|A woman decides to walk across the grass instead of using the sidewalk to get to her destination .|Эмэгтэй хүн явган хүний зам дээр очихын оронд өвсний дундуур алхахаар шийджээ.
4652063424.jpg|0|A black man is holding a cookie sheet with some food on it in front of a professional oven .|Хар хүн мэргэжлийн зуухны өмнө хоол хийж өгдөг.
4652090936.jpg|0|A pretty baby girl wearing pink is sitting in a baby feeder hi top chair .|Хөөрхөн нялх хүүхэдтэй хөөрхөн охин нялх хүүхэд тэжээгч сайн байна.
4652284040.jpg|0|A man in a blue and white hat and a red and white shirt sets up a small table with glassware before him and a shadow on a streetlight is seen on the gray wall behind him .|Цэнхэр, цагаан малгай, улаан, цагаан цамц, улаан, цагаан цамц нь түүний өмнө шилэн сав, сүүдэртэй сүүдэртэй хамт жижиг хүснэгтийг зааж өгдөг.
4652298673.jpg|0|A young woman in a black shirt appears to be engaged in conversation over her drink .|Хар цамц өмссөн залуу эмэгтэй түүний ундны талаар ярианд оролцож байгаа бололтой.
4652396489.jpg|0|Two boys are smiling while a woman is behind them in a stroller .|Хоёр хүү инээмсэглэж байхдаа тэр эмэгтэй тэрэгний ард байгаа юм.
4652401137.jpg|0|Two women in pink , exotic clothing hold their phones and look towards the camera .|Хоёр эмэгтэй ягаан, чамин хувцас нь утсаа бариад камер руугаа хардаг.
4652450030.jpg|0|A blue Harley motorcycle is one of a group of motorcycles owned by motorcyclists .|Цэнхэр Харли Мотоцикл бол мотоциклийн өмчид эзэмшдэг мотоциклийн нэг юм.
4652665785.jpg|0|A young male with a yellow shirt and black pants having his arms restrained behind his head by another man , with three other people standing in front of him .|Нүх цамц, хар өмдтэй, гараараа гараа өөр хүн түүний толгойгоороо, түүний урд зогсож байсан гурван хүн
4652704643.jpg|0|A blond girl is fixing her high heels on a street curb while a man in a black shirt looks at his mobile device .|Блонд охин нь гудамжны мөлхөж байгаа бөгөөд хар цамцтай хүн гар утасныхаа төхөөрөмж рүү хардаг.
4652878735.jpg|0|Two black women wearing white shirts facing opposite directions .|Эсрэг чиглэлд нүүрэн дээр нь цагаан цамц өмссөн цагаан цамц өмссөн хоёр хар эмэгтэй.
4652921966.jpg|0|A woman in a gray shirt is hunched over , with her arm on her hip .|Саарал цамц өмссөн эмэгтэй нь хип дээр гараараа гараа өлгөсөн.
4652933342.jpg|0|A woman wearing a green tank top and unusual necklace at a table in a restaurant .|Ногоон савны дээд, ер бусын зүүлт зэргийг ресторанд ширээн дээр өмссөн эмэгтэй.
4652940922.jpg|0|A woman is sitting on the floor on a purple mat , looking at pictures .|Эмэгтэй хүн ягаан дэвсгэр дээр шалан дээр сууж, зургуудыг харж байна.
4652941241.jpg|0|A woman in blue shirt stands with a hand over her brow as if she is thinking deeply about something .|Цэнхэр цамц өмссөн эмэгтэй нь хөмсөг зангидсан мэт харцаар гараа барьдаг.
4652954218.jpg|0|A woman in a purple shirt is standing on a city street with her arms crossed .|Нил ягаан өнгийн цамцтай эмэгтэй гараа сунгасан хотын гудамжинд зогсож байна.
4653019748.jpg|0|An older man sitting on an undetermined structure along a busy sidewalk .|Завгүй явган хүний зам дагуу тодорхойгүй бүтэц дээр сууж байв.
4653052057.jpg|0|A girl in a white t-shirt walks next to a shirtless man who is covered in tattoos .|Цагаан футболк өмссөн охин нь шивээст хучигдсан цамцгүй хүний хажууд алхдаг.
4653128161.jpg|0|Dilapidated buildings in the background of a lot of green grass .|Ногоон зүлсний арын хэсэгт шингэрүүлсэн барилга.
4653140129.jpg|0|A woman with messy hair , a blue jean jacket and white pants looks down at something .|Муухай үстэй эмэгтэй, цэнхэр өнгийн хүрэм, цагаан өмд, цагаан өмд нь ямар нэгэн зүйл дээр доош хардаг.
4653140182.jpg|0|A lady wearing all black stands on the sidewalk wearing a black wig and over-sized costume sunglasses while looking at an mp3 player .|Блэктоны явган хүний зам дээр бүх хар хиймэл үстэй, хар хиймэл үстэй хувцас өмссөн явган хүний замыг mp3 тоглуулагчаар хардаг.
4653229880.jpg|0|A woman in a purple , green and yellow blouse browses items for sale at an open air market .|Нил ягаан, ногоон, шар өнгийн цамц нь нээлттэй агаарын зах зээл дээр зарагдахаар зардаг.
4653258614.jpg|0|A policeman looking away from the camera with a couple cars , other policemen , and other people in the background all in front of a building .|Камераас камер, бусад цагдаа, бусад цагдаа, бусад цагдаа, бусад ард түмний урд хэсэгт байрладаг.
4653291146.jpg|0|"A squatting woman with a black purse , just inside the opened doorway to a restaurant which serves "" cheeky wings , "" looks across the brick pavement ."|"Хар түрийвчтэй эмэгтэй хүн ""хацартай далавчтай ресторанд"" хацартай далавчтай ресторанд ""хацартай,"""
4653315864.jpg|0|A man talking to a woman while he is holding her arm on a street at night .|Шөнийн цагаар гудамжинд гараа барьж байхдаа эмэгтэй хүнтэй ярьж байна.
4653320440.jpg|0|At a beach , two women walk in the surf , while other people stand near a pier in the background .|Далайн эрэг дээр хоёр эмэгтэй гадаргуу дээр алхаж, бусад хүмүүс арын хэсэгт хөлний дэргэд зогсож байхад.
4653320750.jpg|0|Bearded man with coat and hat standing on a lit street at night .|Шөнийн цагаар гэрэлтсэн дээл, малгай өмссөн хөх, малгай.
4653328697.jpg|0|A man dressed in tan sweater and pants looks down at a wood cross that is bordered by a barbed wire fence .|Тэн цамц өмссөн эр хүн өргөстэй утсан хашаагаар хиллэдэг модон хөндлөн огтлолцсон.
4653329590.jpg|0|A woman with a crescent tattoo on her shoulder is painting an image of a face onto a wall .|Түүний мөрөн дээр хавирган хавирганы шивээс хийлгэдэг эмэгтэй.
4653330656.jpg|0|A man wearing a white t-shirt and headphones uses spray paint while working on a mural .|Цагаан футболк өмссөн эр, чихэвчийг өмсдөг хүн.
4653503824.jpg|0|a woman sits next to a harbor where boats are docked near people shopping|Завины дэргэд завь дээр завь дээр боомтод сууна
4653558158.jpg|0|Several people cross a busy city street on bicycles and foot while cars wait at the signal .|Хэд хэдэн хүн завгүй хотын гудамж, машинууд дохиогоор дамжуулж байх үед
4653571813.jpg|0|Five people are around a restaurant on a corner , three are walking away while one is sitting and the other is looking in the window .|Таван хүн булангийн эргэн тойронд байгаа зоогийн газар байна, гурав нь сууж байхад гурав нь явж, нөгөө нь цонх руу харж байна.
465357550.jpg|0|Male surfer with yellow surfboard and dog walking down picturesque beach and large rocks .|Шар илбэчин шар өнгийн тавцан, нохой, нохой, том далайн эрэг, том чулуунууд.
4653630277.jpg|0|Asian man in red shirt preparing a plate of Asian food .|Азийн хоол бэлтгэж буй улаан цамцтай ази хүн.
4653642693.jpg|0|A group of people underneath a blue tarp at an outdoor market .|Гадаа захын зах дээр цэнхэр тарианы доор байгаа бүлэг хүмүүс.
4653786114.jpg|0|A group of 4 young adults are wearing costumes in front of a store window displaying sale signs .|4 Залуу насанд хүрэгчдийн цонхныг харуулсан дэлгүүрийн цонхны урд хувцас өмсдөг.
4653846744.jpg|0|A man and a woman are walking on the grass with the American flags on either side of them|Эрэгтэй, эмэгтэй, эмэгтэй хүмүүс хоёр талд нь Америкийн далбаагаа зүлгэн дээр алхаж байна
4653933247.jpg|0|"A woman in white shorts is standing with a sign that says "" Honk to Indict Bush "" ."|"Цагаан шорт дахь эмэгтэй хүн ""Хонк Бушийг өдөөх"" гэсэн тэмдэгтэй холбоотой байдаг."
465394708.jpg|0|A woman in a gray jacket is riding her bike and looking at her mobile device .|Саарал хүрэм өмссөн эмэгтэй дугуйгаа унаж, гар утасныхаа төхөөрөмжийг харж байна.
4654243384.jpg|0|Customers populate a candy store with a sign overhead encouraging them to take a number .|Үйлчлүүлэгчид квант дэлгүүрээс хэдийгээр урамшуулахыг уриалж буйгаар нэг чихрийн дэлгүүрт хуваана.
4654251432.jpg|0|Young female sitting under a counter looking at a magazine with flowers around her .|Залуу эмэгтэй түүний эргэн тойрон дахь цэцэгтэй сэтгүүл хардаг лангуун дээр сууж байна.
4654256786.jpg|0|A young man sitting at a table in a long room with food counters and customers .|Хүнсний тоолуур, үйлчлүүлэгчидтэй урт өрөөнд ширээн дээр сууж буй залуу.
4654264126.jpg|0|A man with black hair is standing under a mailbox looking down towards the floor .|Хар үстэй хүн шалан дээр доош хардаг шуудангийн хайрцаг дор зогсож байна.
4654284177.jpg|0|People playing pool , one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot .|Усан бассейн тоглож байгаа хүмүүс бол цэнхэр цамц өмссөн хүн бөгөөд бусад нь эмэгтэйчүүд, харин тэдний толгой нь камерын зураг дотор байдаггүй.
4654498293.jpg|0|"A gray patrol SUV with orange lights and the word "" Brigada "" contains a man or woman sitting in it and is parked outside an iron fence with a large gold lock and chain , with a dark-skinned woman inside the fence , holding a rolled up red flag , with an emblem on it ."|"Улбар шар өнгийн эргүүлийг улбар шар өнгийн гэрэл, ""Бригада"" гэдэг нь ""Бригада"" гэдэг нь үүн дээр сууж, хашаатай эрэгтэй, эмэгтэй хүн, эрч хүчтэй, гинжээр гулсаж, гулсмал, гинжээр гулсаж, гулсаж, гулсаж, гулсаж, гулсаж, гулсаж, гулсаж, гулсмалаар гулсаж, баригдсан эмэгтэйн гадна талд байрладагулаан туг, үүн дээр бэлгэ тэмдэгтэй."
4654602371.jpg|0|a group of people walking down a busy street , one carrying blue containers on a bike , and you can see the very tall buildings .|Завгүй гудамжаар алхаж буй хүмүүсийн бүлэг хүмүүс дугуйгаар цэнхэр савыг авч явдаг, мөн та маш өндөр барилгуудыг харж болно.
4654662119.jpg|0|Two boys are holding red kites with water in the background .|Хоёр хүү нь дэвсгэр дээр улаан цаасан шувууг барьж байна.
4654883364.jpg|0|Three blond women at the bar drinking out of glasses .|Бааранд гурван шаргал үстэй эмэгтэй нүдний шилнээс унасан.
4654943859.jpg|0|People are in line to buy tickets at a station in Asia .|Хүмүүс Ази дахь станцад тийз худалдаж авахаар шугаманд байдаг.
4655102365.jpg|0|A small crowd of people are walking around an city 's outdoor fountain .|Жижигхэн хүмүүс хотын гадаа усан оргилуурын эргэн тойронд алхаж байна.
4655361417.jpg|0|A man with sideburns and a black t-shirt grimaces as he sings into a microphone .|Хажуугийн хутгууртай, хар футболк, хар цамцтай хүн микрофон руу дуулав.
4655362399.jpg|0|A Middle-aged white man sings into a microphone a with gray scarf in front of a brick wall .|Дунд насны цагаан цагаан хүн тоосгон хананы өмнө саарал ороолттой микрофон руу дуулдаг.
465541156.jpg|0|Two men , one wearing a yellow shirt and the other wearing white glasses , are walking across the street .|Хоёр эрэгтэй, нөгөө нь шар цамц өмссөн, нөгөө нь цагаан нүдний шил зүүж, гудамжаар алхаж байна.
4655435447.jpg|0|An artist sitting in the corner of a stone wall painting a picture with his dog looking on|Чулуу хананд сууж буй уран бүтээлч нар нохойтойгоо зураг зурдаг
4655469873.jpg|0|A man wearing a blue and white plaid shirt is sitting at an outdoor restaurant table , looking at a menu while a waiter waits to take his order .|Цэнхэр, Цагаан, цагаан Плайд цамц өмссөн эр гадаа рестораны ширээн дээр сууж байхдаа цэсийг нь хүлээж байна.
4655477763.jpg|0|A photographer in a white shirt with a professional camera taking a picture .|Зураг авах мэргэжлийн камер бүхий цагаан цамц бүхий гэрэл зурагчин.
4655558667.jpg|0|Two women walk towards a fire hydrant , painted with a face on it .|Хоёр эмэгтэй гал түймэртэй усан эрэн дээр очиж нүүрэн дээр нь будсан.
4655586456.jpg|0|An Asian woman dressed in a black blouse and knee length pants is waling across a wet street holding a collapsed umbrella .|Хар цамц, өвдөгний урт өмд өмссөн Азийн эмэгтэй.
4655653584.jpg|0|Three girls in the picture are playing a frisbee game with one girl tossing the frisbee , another girl in front trying to intercept the frisbee , another girl standing behind her teammate , and some ladies observing in the background with an umbrella .|Зурган дээрх гурван охин Фрисби руу шидэж, Фрисбигийн нэг охин, Фрисбигийн ард байгаа өөр нэг охин, өөр нэг охин, өөр нэг охины ард, зарим нэг охин нь шүхэрт зогсож байв.
4655655011.jpg|0|A man dressed in a bronze suit , wearing bronze colored glasses , is accompanied with a bronze old fashion movie camera , motions taking a movie .|Seros, Serang албOND станцын хувцас, мромонын өнгөлдөг сэтгэлтэй, сүйрзтэй аяга үслэж,, мунгрын загвар өмссөн карм тоглоомын камерт клипигдэгддэг.
4655825812.jpg|0|A baseball player in gray and orange is trying to avoid being tagged out by the second base player of the opposing team in maroon and white .|Саарал, жүржийн бейсболын тоглогч Марун ба Цагаан дахь хоёр дахь багийн тоглогчдыг тэмдэглэхээс зайлсхийхийг хичээдэг.
4655843621.jpg|0|A woman with brown curly hair holds her head while looking at her phone in restaurant .|Браун буржгар үстэй эмэгтэй түүний утсыг харахад гар утсаа харж байхдаа толгойгоо барьдаг.
4655858969.jpg|0|A woman in a white shirt and a blue vest walking down the sidewalk talking on the phone and drinking a frozen coffee .|Цагаан цамцтай эмэгтэй, явган хүний зам дээр алхаж буй цэнхэр биелэгчид утсаар ярьж, хөлдөөсөн кофе ууж байсан цэнхэр биелэгдэнэ.
4655871409.jpg|0|Three men are standing side by side beside a truck , all of them looking in different directions .|Гурван хүн ачааны машины хажууд зогсож байна, бүгд өөр өөр чиглэлд харж байна.
4655882055.jpg|0|A man with a beard , curly hair and a beard wearing a green shirt and navy blue jacket standing still looking through his red sunglasses .|Сахал, буржгар үстэй, ногоон цамц өмсдөг, ногоон цамц өмсдөг ногоон цамц, тэнгисийн цэнхэр хүрэм, цэнхэр хүрэм,
4655970720.jpg|0|Man with a black shirt and red pants walking up a black path towards a building .|Хар цамц, улаан өмд бүхий хүн байшин руу хар замаар явж байна.
4655980982.jpg|0|A man in a gray sweatshirt making a face while playing the drums .|Бөмбөр тоглож байхдаа саарал цамцтай хүн нүүрээ цохиж байв.
4656147510.jpg|0|A young man in a blue shirt is grinding his skateboard at a skate park .|Цэнхэр цамц өмссөн залуу хүн тэшүүрээр тэшүүрээр тэшүүрээ нунтаглана.
4656148446.jpg|0|A young man wearing a blue shirt with white words , black jeans , and inline skates is sitting on a concrete seat looking forward while a group are people are in the background .|Цэнхэр цамц өмссөн залуу цамц өмссөн залуу, хар жинсэн өмд, хар жинсэн өмд, тэшүүр нь тэшүүрээр тэсэн ядан тэсэн ядан хүлээж байна.
4656225038.jpg|0|Two girls in a tree , one of them is holding a little wiener dog .|Модонд хоёр охин, тэдний нэг нь бага зэрэг Wiener нохой барьж байна.
4656231658.jpg|0|A woman holding a black umbrella and wearing black boots , a man in a black vest and pants with a black messenger bag , and a man dressed in a black suit walking a black poodle walk in front of a mural depicting a life-sized jumping cow in a field .|Хар элч, хар элч, хар элч, өмд өмссөн эмэгтэй, хар элч, өмд өмссөн хүн, хар элч, өмд өмссөн хүн амьдралын хэв маягаар өмсдөг,талбарт.
4656278332.jpg|0|People are sitting down in church wearing turquoise hats as a woman in red sits behind them .|Хүмүүс улаан суудаг эмэгтэй хүний ард байгаа эмэгтэйгээс оюу малгай өмсдөг сүмд сууж байна.
4656278976.jpg|0|A woman and two children stand in front of a statue while random people wander the city square .|Эмэгтэй, хоёр хүүхэд хөшөөний урд зогсож байхад санамсаргүй хүмүүс хотын талбайд тэнүүчилдэг.
4656357252.jpg|0|A man leans in the opening of a store while a woman in a tank top approaches him .|Эрэгтэй хүн танкны дээд хэсэгт байгаа эмэгтэйд байгаа эмэгтэй нээлтийн нээлтэд байна.
4656443184.jpg|0|A woman wears a yellow floral top and carries a cup of coffee while walking downtown .|Эмэгтэй хүн шар цэцгийн дээд цэцэглэж, хотын төвд явж байхдаа аяга кофе уудаг.
4656549774.jpg|0|Elderly woman adorn with red flower patterned white scarf smiles at night scene .|Настай эмэгтэй шөнийн цагаар улаан цэцгийн хэвлэмэлтэй цагаан өнгийн ороолтоор чимэглэсэн.
4656684238.jpg|0|In a view from above , several people examine colorful elephant sculptures in a plaza .|Дээрхээс харахад хэд хэдэн хүн олон хүн өнгөлөг зааны барималыг шалгадаг.
4656715193.jpg|0|A motorcycle driver in a pink and white suit is stretched in an awkward position .|Ягаан, цагаан өнгийн костюмтай мотоциклийн жолооч нь эвгүй байрлалд сунгагдана.
465679403.jpg|0|A group of women are gathered , behind them is a black man with a goofy umbrella hat , he is sitting , resting .|Бүлгийн бүлэг хүмүүс цуглардаг, тэдний ард, ард нь Гайхалтай шүхэр малгай өмссөн хар хүн бол тэр сууж, тэр сууж байна.
4656823199.jpg|0|A man is sitting down wearing blue gloves and wearing a white jacket .|Нэг хүн хөх бээлий өмсөж, цагаан хүрэм өмссөн байв.
4656852369.jpg|0|A young woman in a skirt and tank top is walking her dog on a sunny day .|Үсрэх, танкийн дээд эмэгтэй нартай, нартай өдөр нохойгоо алхаж байна.
4656919164.jpg|0|A young woman wearing a black shirt is laying on a walkway with her head on her black backpack .|Хар цамц өмссөн залуу эмэгтэй хар цамц өмссөн залуу эмэгтэйг хар үүргэвчиндээ толгой дээрээ хэвтэж байна.
4657188957.jpg|0|A woman wearing black pants runs in a race as a woman in green cheers her on whilst playing maracas .|Хар өмд өмссөн эмэгтэйн эмэгтэйг нэг эмэгтэйн эмэгтэйг нэг эмэгтэйг Маракас тоглож байхдаа
4657278883.jpg|0|A man is sitting on the stoop with beer and cigarettes next to him .|Эрэгтэй хүн түүний хажууд шар айраг, тамхи татдаг.
4657688037.jpg|0|A man and an elderly lady walking with two cars to one side of them and a wall with graffiti on the other .|Эрэгтэй, хөгшин эмэгтэй, нөгөө нь хоёр машинаар явж, нөгөө талдаа граффититай хамт хана алхаж байв.
4658311580.jpg|0|Two men walking down a street with cars parked on the street beside them , one man is wearing a blue shirt and white pants and the other man is wearing a gray sweatshirt with black pants .|Тэдний хажууд гудамжаар зогсож байсан машинуудтай хамт гудамжаар явж буй хоёр хүн цэнхэр цамц, цагаан өмд өмсөж, нөгөө хүн хар өмдтэй саарал цамц өмсөж байна.
4658316753.jpg|0|A woman in a bikini looks at the camera and smiles while lying in a shallow pool of water , with several beach umbrellas and the ocean in the background .|Бикини дахь эмэгтэй нь камер руу орж, арын хэсэгт байгаа гүехэн усан сан, далай тэнгисийн арын хэсэгт байдаг.
4658347592.jpg|0|Two young women sit on a stone staircase in front of a store shuttered with a decorative iron grate .|Хоёр залуу нь гоёл чимэглэлийн төмрийн төмрөөр бэхлэгдсэн дэлгүүрийн урд талын чулуун шатан дээр сууж байв.
4658409452.jpg|0|An old gray-haired balding old man wearing glasses is looking sideways in front of a van with a blue bar on top .|Хуучин саарал үстэй хуучин саарал үстэй хөгшин хүн нүдний шил зүүж буй хөх баарны урд талд хажуу тийшээ харагддаг.
4658483278.jpg|0|A young man wearing a gray shirt standing outside a wooden structure smiling and making a fist with his right hand .|Модон бүтэцтэй саарал цамц өмссөн залуу, баруун гараараа нударга өмсдөг залуу.
465859490.jpg|0|A lady with brown hair sitting at a table while someone speaks on a microphone in the background .|Хэн нэгэн арын хэсэгт микрофон дээр сууж байхдаа ширээн дээр сууж байсан эмэгтэй.
4658699120.jpg|0|A man rides a bike through an intersection in a low-traffic area of a city near a store called Swatch while the traffic light is red .|Гэрлэн дохиогоор ая тухтай байх үед Stopt-ийн ойролцоох хотын замын ойролцоо байрлах уулзвараар дугуй унадаг.
4658745909.jpg|0|Many people walking to cross the street , one girl in a purple shirt and jean shorts .|Олон хүн гудамжаар гатлахаар алхаж буй олон хүмүүс нил ягаан цамц, Жан шортонд нэг охин.
4658745957.jpg|0|An Asian man is standing on a busy sidewalk as people walk by with bags .|Ази хүн завгүй явган хүний зам дээр зогсож байхдаа явган хүний зам дээр зогсож байна.
4658910970.jpg|0|The man in the black baseball cap is trying to catch a ground ball that is going foul .|Хар бейсболын малгайт байгаа хүн бол муухай бөмбөгийг барьж авахыг хичээдэг.
465936272.jpg|0|A man in a blue shirt is sitting in a crowded setting beside a woman in a red dress that is looking out the window as they are surrounded by other people .|Цэнхэр цамц өмссөн хүн, бусад хүмүүсээр хүрээлэгдсэнтэй адил цонхны дэргэдэх эмэгтэй хүний хажууд хөл хөдөлгөөн ихтэй газар сууж байна.
4659370278.jpg|0|A woman with a pink umbrella and a shopping bag walks down a sidewalk .|Ягаан шүхэртэй эмэгтэй, дэлгүүрийн цүнх явган хүний зам дээр алхдаг.
4659370314.jpg|0|A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street .|Улаан цамцтай эр, цагаан өнгийн шорт нь цагаан цамц, хар өмд, хар өмдтэй хүний дэргэд алхаж байна.
465941693.jpg|0|A bus filled with families going on a vacation .|Гэр бүлээр дүүрэн гэр бүлүүдээр дүүрсэн автобус.
465942523.jpg|0|Two men sleep on a train in Asia while a woman in blue looks to her left .|Хоёр хүн Ази дахь галт тэрэг дээр унтаж байх үедээ эмэгтэй хүн зүүн тийш харав.
4659723971.jpg|0|A young woman wearing a day pack is seated on a rock overlooking a beautiful area of water with small inlets and other rocks .|Өдөржингөө өмссөн залуу эмэгтэй жижигхэн устай, бусад чулуун, бусад чулуунуудтай үзэсгэлэнтэй газар дээр сууж байна.
4659788392.jpg|0|A woman wearing jeans and a necklace poses for a photograph in a color-drained picture .|Жинсэн өмд өмссөн эмэгтэй, хүзүүний зүүлт нь өнгөт хатсан зураг дээр зураг авах.
465994762.jpg|0|Brown dog leaps over a chain suspended over a gravel road .|Браун нохой нь хайрган зам дээр түдгэлзүүлсэн гинжин хэлхээ дээр үсрэв.
4659955938.jpg|0|Several people , seated and walking , are on a set of steps with a colorful number 5 painted on it .|Хэд хэдэн хүн, сууж, алхаж алхах нь 9 дээр будсан өнгөөр будсан 9-р алхамууд дээр байдаг.
46601243.jpg|0|Man in glasses and blue button-down shirt with head ducked towards bearded man , who is holding a beer and gesturing with index finger and thumb .|Нүдний шил, цэнхэр товчлууртай цамцтай, пиво, хуруугаараа хуруугаараа хуруугаараа барьдаг.
4660152902.jpg|0|The woman has a light green blouse with yellow flowers on it .|Эмэгтэй нь шар цэцэг бүхий хөнгөн ногоон цамцтай.
4660628405.jpg|0|A male dancer lifts the female dancer as she arches her back and lifts her legs .|Эрэгтэй бүжигчин эмэгтэй бүжигчин түүнийг нуруун дээрээ нухаж, хөлийг нь өргөж авав.
4660946919.jpg|0|A group of four men and to women are at a meeting and paying close attention to someone or something .|Дөрвөн эрэгтэй, эмэгтэй хүмүүсийн бүлэгт уулзаж, хэн нэгэн эсвэл ямар нэгэн зүйлд анхаарлаа төвлөрүүлж байна.
4661070058.jpg|0|A busy street scene on a rainy day full of umbrella toting walkers .|Бороотой, Шүтгэрийн цагийг шүхэртэй алхаж буй алхах өдөр.
4661097013.jpg|0|A guy sitting with his arms crossed with a brunette on his left .|Гараа түүнтэй хамт сууж байв.
4661134609.jpg|0|A group of cleaners are sweeping up animal feces from the street during a parade or festival .|Цэвэрлэгчдийн бүлэг нь парад эсвэл наадамын үеэр гудамжны ялгадсыг шүүрч авдаг.
4661178321.jpg|0|Two shaggy men playing a long instrument with their mouth , while their white husky dog sits close by on a couch .|ХОЁРДУГААР ХУГАЦААНЫ ХУГАЦААНЫ ХУГАЦААНЫ ХУГАЦААНЫ ХУГАЦААНЫ ХУВЬ ХҮНИЙГ ХҮРГЭЕ, тэдний цагаан Husky нохой нь буйдан дээр ойрхон байрладаг.
4661188536.jpg|0|A garbage collector dressed in a yellow safety vest rides on the back of a garbage truck .|Хогийн ачааны машины арын хэсэгт шар хамгааллын танхимд хувцасласан хог цуглуулагч.
4661245968.jpg|0|A woman wearing all black except for brown boots is standing next to a tagged wall .|Браун гуталнаас бусад бүх хар өмссөн эмэгтэй нь тэмдэглэгдсэн хананы хажууд зогсож байна.
4661255059.jpg|0|A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them .|Граффитигийн урд гудамжинд нэг хүн өвдөг сөхрөө өвдөглөж, зарим зурагт хуудасны самбар дээр урлагийн бүтээлүүд.
4661269024.jpg|0|A young rodeo rider wearing a white shirt and blue jeans is on one knee fixing his boot while his cowboy hat is beside him .|Цагаан цамц өмссөн залуу rodeo морьтон, цэнхэр жинсэн өмд өмссөн залуу жинсэн өмд түүний хажууд байгаа бол түүний толгойны малгай түүний хажууд байх үед түүний ачааллыг засах болно.
4661596520.jpg|0|A group of people in a reunion discussing a very important topic .|Нэг хэсэг бүлэг хүмүүс маш чухал сэдвээр ярилцаж байна.
